Ciudad,Cantidades,Importe,Cliente,Provincia,Nombre,Pago,Producto,Transporte
La Plata,90,"$895.338,00 ",Gutkowski-Stroman,Provincia de Buenos Aires,Marta López,30 días,Tornillos,Camion
La Plata,77,"$22.801,46 ",Heaney-Wolf,Provincia de Buenos Aires,Adrián Souto,30 días,Tornillos,Tren
La Plata,82,"$516,13 ",Heaney-Wolf,Provincia de Buenos Aires,Alberto García,30 días,Perfiles De Acero,Tren
La Plata,74,"$136,13 ",Heaney-Wolf,Provincia de Buenos Aires,Begoña García,30 días,Tornillos,Tren
La Plata,31,"$23.235,19 ",Heaney-Wolf,Provincia de Buenos Aires,Cristina Rodríguez,30 días,Tornillos,Tren
La Plata,18,"$2.583,55 ",Heaney-Wolf,Provincia de Buenos Aires,María Carmen Serrano,30 días,Tornillos,Camion
La Plata,18,"$104,57 ",Heaney-Wolf,Provincia de Buenos Aires,Pablo López,30 días,Tornillos,Camion
La Plata,18,"$185,57 ",Heaney-Wolf,Provincia de Buenos Aires,Sara Pineda,30 días,Tornillos,Camion
La Plata,18,"$809,01 ",Heaney-Wolf,Provincia de Buenos Aires,Sergio Jiménez,30 días,Tornillos,Camion
La Plata,81,"$1.966,45 ",Huel e Hijos,Provincia de Buenos Aires,Ana María Serrano,30 días,Perfiles De Acero,Tren
La Plata,48,"$26.704,90 ",Huel e Hijos,Provincia de Buenos Aires,Carmen Sánchez,30 días,Perfiles De Acero,Tren
La Plata,79,"$2.917,01 ",Huel e Hijos,Provincia de Buenos Aires,Cristina Zamora,30 días,Perfiles De Acero,Tren
La Plata,76,"$26.009,09 ",Huel e Hijos,Provincia de Buenos Aires,Daniel Pino,30 días,Perfiles De Acero,Tren
La Plata,79,"$1.187,69 ",Huel e Hijos,Provincia de Buenos Aires,Joaquín Vega,30 días,Perfiles De Acero,Tren
La Plata,78,"$13.244,84 ",Huel e Hijos,Provincia de Buenos Aires,Juan Andrés,30 días,Perfiles De Acero,Tren
La Plata,48,"$49.923,23 ",Huel e Hijos,Provincia de Buenos Aires,María Ángeles Martínez,30 días,Perfiles De Acero,Tren
La Plata,126,"$9.556,43 ",Huel e Hijos,Provincia de Buenos Aires,María Isabel León,30 días,Perfiles De Acero,Tren
La Plata,47,"$823,02 ",Huel e Hijos,Provincia de Buenos Aires,Marta Amigo,30 días,Perfiles De Acero,Tren
La Plata,78,"$615,79 ",Huel e Hijos,Provincia de Buenos Aires,Sara Pineda,30 días,Perfiles De Acero,Tren
La Plata,122,"$78.298,76 ",Huel e Hijos,Provincia de Buenos Aires,Sergio Jiménez,30 días,Perfiles De Acero,Tren
La Plata,1,"$11.627,42 ",Huel e Hijos,Provincia de Buenos Aires,Susana Escudero,30 días,Perfiles De Acero,Camion
La Plata,47,"$1.745,23 ",Huel e Hijos,Provincia de Buenos Aires,Teresa Martínez,30 días,Perfiles De Acero,Tren
La Plata,19,"$11.614,06 ",Posadas SRL,Provincia de Buenos Aires,Joaquín Vega,30 días,Perfiles De Acero,Camion
La Plata,18,"$16.769,05 ",Ledner SRL,Provincia de Buenos Aires,José Sola,30 días,Perfiles De Acero,Camion
La Plata,17,"$1.177,42 ",Ledner SRL,Provincia de Buenos Aires,Manuel Grande,30 días,Perfiles De Acero,Camion
La Plata,1,"$24.594,66 ",Ziemann,Provincia de Buenos Aires,Alejandro Del Olmo,30 días,Tornillos,Tren
La Plata,3,"$4.358,13 ",Ziemann,Provincia de Buenos Aires,Ana Aguilera,30 días,Alambre,Tren
La Plata,3,"$20.920,31 ",Ziemann,Provincia de Buenos Aires,Ana María Delgado,30 días,Alambre,Tren
La Plata,14,"$81.589,21 ",Ziemann,Provincia de Buenos Aires,Antonio Calderón,30 días,Alambre,Tren
La Plata,86,"$3.756,58 ",Ziemann,Provincia de Buenos Aires,Antonio Calderón,30 días,Tornillos,Camion
La Plata,38,"$433,11 ",Ziemann,Provincia de Buenos Aires,Begoña García,30 días,Tornillos,Camion
La Plata,14,"$81.589,21 ",Ziemann,Provincia de Buenos Aires,Carlos Arenas,30 días,Alambre,Tren
La Plata,18,"$25.035,25 ",Ziemann,Provincia de Buenos Aires,Carlos Arenas,30 días,Tornillos,Camion
La Plata,105,"$3.899,97 ",Ziemann,Provincia de Buenos Aires,Carmen Diez,30 días,Tornillos,Camion
La Plata,86,"$3.756,58 ",Ziemann,Provincia de Buenos Aires,Carmen Sánchez,30 días,Tornillos,Camion
La Plata,14,"$81.589,21 ",Ziemann,Provincia de Buenos Aires,Cristina Rodríguez,30 días,Alambre,Tren
La Plata,36,"$23.754,59 ",Ziemann,Provincia de Buenos Aires,Elena Fernández,30 días,Tornillos,Camion
La Plata,19,"$787,61 ",Ziemann,Provincia de Buenos Aires,Francisco Miñana,30 días,Tornillos,Camion
La Plata,86,"$3.756,58 ",Ziemann,Provincia de Buenos Aires,Joaquín Vega,30 días,Tornillos,Camion
La Plata,35,"$863,48 ",Ziemann,Provincia de Buenos Aires,José Carretero,30 días,Tornillos,Camion
La Plata,105,"$27.129,56 ",Ziemann,Provincia de Buenos Aires,José Sola,30 días,Tornillos,Camion
La Plata,2589,"$71.634,85 ",Ziemann,Provincia de Buenos Aires,María Ángeles Alves,30 días,Tornillos,Camion
La Plata,8,"$8.095,79 ",Ziemann,Provincia de Buenos Aires,María Ángeles Martínez,30 días,Tornillos,Camion
La Plata,14,"$81.589,21 ",Ziemann,Provincia de Buenos Aires,María Diego,30 días,Alambre,Tren
La Plata,38,"$31.372,12 ",Ziemann,Provincia de Buenos Aires,María Dolores Sousa,30 días,Tornillos,Camion
La Plata,14,"$81.589,21 ",Ziemann,Provincia de Buenos Aires,María Isabel Heredia,30 días,Alambre,Tren
La Plata,19,"$23.459,57 ",Ziemann,Provincia de Buenos Aires,María Jesús Peñalver,30 días,Tornillos,Camion
La Plata,19,"$63.204,83 ",Ziemann,Provincia de Buenos Aires,María Pilar Pérez,30 días,Tornillos,Camion
La Plata,19,"$963,23 ",Ziemann,Provincia de Buenos Aires,Marta López,30 días,Tornillos,Camion
La Plata,14,"$81.589,21 ",Ziemann,Provincia de Buenos Aires,Pablo López,30 días,Alambre,Tren
La Plata,19,"$178,95 ",Ziemann,Provincia de Buenos Aires,Pablo López,30 días,Tornillos,Camion
La Plata,6,"$10.942,62 ",Ziemann,Provincia de Buenos Aires,Raquel Pueyo,30 días,Alambre,Tren
La Plata,2,"$20.419,35 ",Ziemann,Provincia de Buenos Aires,Susana Escudero,30 días,Tornillos,Tren
La Plata,58,"$36.388,16 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,Ana María Serrano,30 días,Tornillos,Tren
La Plata,58,"$36.388,16 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,Antonio Calderón,30 días,Tornillos,Tren
La Plata,83,"$499,23 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,Carlos Arenas,30 días,Tornillos,Tren
La Plata,58,"$36.388,16 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,Carmen Diez,30 días,Tornillos,Tren
La Plata,58,"$36.388,16 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,Cristina Zamora,30 días,Tornillos,Tren
La Plata,13,"$9.330,30 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,Jaume García,30 días,Tornillos,Tren
La Plata,8,"$29.713,10 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,José Salcedo,30 días,Tornillos,Tren
La Plata,80,"$143,79 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,María Ángeles Martínez,30 días,Tornillos,Tren
La Plata,3,"$7.751,61 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,María Carmen Serrano,30 días,Tornillos,Tren
La Plata,58,"$36.388,16 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,María Diego,30 días,Tornillos,Tren
La Plata,58,"$36.388,16 ","Nicolas, Stoltenberg and Ruecker",Provincia de Buenos Aires,Marta Amigo,30 días,Tornillos,Tren
La Plata,19,"$1.807,74 ","O'Hara, Dicki and Muller",Provincia de Buenos Aires,Ana María Serrano,30 días,Tornillos,Camion
La Plata,19,"$25.247,34 ","O'Hara, Dicki and Muller",Provincia de Buenos Aires,Sara Pineda,30 días,Tornillos,Camion
La Plata,1,"$2.678,09 ",Prohaska-Price,Provincia de Buenos Aires,Adrián Souto,30 días,Tornillos,Tren
La Plata,320,"$77.373,38 ",Prohaska-Price,Provincia de Buenos Aires,Antonia Lorente,30 días,Tornillos,Tren
La Plata,320,"$77.373,38 ",Prohaska-Price,Provincia de Buenos Aires,Begoña García,30 días,Tornillos,Tren
La Plata,69,"$228,65 ",Prohaska-Price,Provincia de Buenos Aires,Cristina Zamora,30 días,Tornillos,Tren
La Plata,70,"$806,45 ",Prohaska-Price,Provincia de Buenos Aires,Francisco Miñana,30 días,Tornillos,Tren
La Plata,320,"$77.373,38 ",Prohaska-Price,Provincia de Buenos Aires,Joaquín Vega,30 días,Tornillos,Tren
La Plata,71,"$178,65 ",Prohaska-Price,Provincia de Buenos Aires,José Carretero,30 días,Tornillos,Tren
La Plata,320,"$77.373,38 ",Prohaska-Price,Provincia de Buenos Aires,Juan Andrés,30 días,Tornillos,Tren
La Plata,19,"$26.350,62 ",Prohaska-Price,Provincia de Buenos Aires,Manuel Grande,30 días,Tornillos,Tren
La Plata,44,"$29.713,10 ",Prohaska-Price,Provincia de Buenos Aires,María Isabel Heredia,30 días,Tornillos,Tren
La Plata,400,"$78.205,80 ",Prohaska-Price,Provincia de Buenos Aires,Raquel Pueyo,30 días,Tornillos,Tren
La Plata,71,"$19.839,33 ",Prohaska-Price,Provincia de Buenos Aires,Sara Pineda,30 días,Tornillos,Tren
La Plata,72,"$91.670,54 ",Prohaska-Price,Provincia de Buenos Aires,Susana Escudero,30 días,Tornillos,Tren
La Plata,320,"$77.373,38 ",Prohaska-Price,Provincia de Buenos Aires,Teresa Martínez,30 días,Tornillos,Tren
La Plata,7,"$574,84 ","Quigley, Upton and Jacobi",Provincia de Buenos Aires,Ana María Delgado,30 días,Tornillos,Camion
La Plata,20,"$1.687,74 ","Quigley, Upton and Jacobi",Provincia de Buenos Aires,Carmen Sánchez,30 días,Tornillos,Camion
La Plata,18,"$18.356,17 ","Quigley, Upton and Jacobi",Provincia de Buenos Aires,Joaquín Vega,30 días,Tornillos,Camion
La Plata,18,"$135,05 ","Quigley, Upton and Jacobi",Provincia de Buenos Aires,José María Pérez,30 días,Tornillos,Camion
La Plata,88,"$2.355,10 ",Schaden-Roberts,Provincia de Buenos Aires,Ana Aguilera,30 días,Tornillos,Camion
La Plata,20,"$455,76 ",Schaden-Roberts,Provincia de Buenos Aires,José Antonio López,30 días,Tornillos,Camion
La Plata,88,"$2.355,10 ",Schaden-Roberts,Provincia de Buenos Aires,José Carretero,30 días,Tornillos,Camion
La Plata,19,"$954,84 ",Schaden-Roberts,Provincia de Buenos Aires,Juan Andrés,30 días,Tornillos,Camion
La Plata,108,"$2.958,97 ",Schaden-Roberts,Provincia de Buenos Aires,Manuel Grande,30 días,Tornillos,Camion
La Plata,19,"$18.585,16 ",Schaden-Roberts,Provincia de Buenos Aires,Manuel Muñoz,30 días,Tornillos,Camion
La Plata,88,"$2.355,10 ",Schaden-Roberts,Provincia de Buenos Aires,María Cedeño,30 días,Tornillos,Camion
La Plata,88,"$2.355,10 ",Schaden-Roberts,Provincia de Buenos Aires,María Pilar Pérez,30 días,Tornillos,Camion
La Plata,88,"$2.355,10 ",Schaden-Roberts,Provincia de Buenos Aires,Pablo López,30 días,Tornillos,Camion
La Plata,19,"$45.565,96 ","Schinner, Bashirian and Erdman",Provincia de Buenos Aires,José Antonio López,30 días,Tornillos,Camion
La Plata,18,"$315,87 ",Stoltenberg-Zulauf,Provincia de Buenos Aires,Adrián Souto,30 días,Tornillos,Camion
La Plata,7,"$7.954,46 ",Stoltenberg-Zulauf,Provincia de Buenos Aires,Ana Aguilera,30 días,Tornillos,Camion
La Plata,17,"$648,39 ",Stoltenberg-Zulauf,Provincia de Buenos Aires,Cristina Zamora,30 días,Tornillos,Camion
La Plata,20,"$118,06 ",Terry Ltd,Provincia de Buenos Aires,Alberto García,30 días,Tornillos,Camion
La Plata,57,"$18.899,51 ",West LLC,Provincia de Buenos Aires,Alberto García,45 días,Tornillos,Tren
La Plata,57,"$23.278,21 ",West LLC,Provincia de Buenos Aires,Ángeles Pérez,45 días,Tornillos,Tren
La Plata,782,"$136,46 ",West LLC,Provincia de Buenos Aires,Joaquín Vega,30 días,Tornillos,Camion
La Plata,650,"$8.826,42 ",West LLC,Provincia de Buenos Aires,José Carretero,30 días,Tornillos,Camion
La Plata,53,"$22.908,26 ",West LLC,Provincia de Buenos Aires,Manuel Grande,30 días,Tornillos,Tren
La Plata,675,"$820,17 ",West LLC,Provincia de Buenos Aires,María Isabel León,45 días,Tornillos,Tren
La Plata,50,"$1.990,95 ",West LLC,Provincia de Buenos Aires,Sara Pineda,45 días,Tornillos,Tren
La Plata,57,"$24.847,66 ",West LLC,Provincia de Buenos Aires,Teresa Martínez,45 días,Tornillos,Tren
La Plata,3,"$23.254,55 ","Ziemann, Hartmann and Jacobson",Provincia de Buenos Aires,María Diego,45 días,Perfiles De Acero,Camion
Lanús,1,"$25.885,57 ",Rosebund,Provincia de Buenos Aires,Joaquín Vega,30 días,Perfiles De Acero,Camion
Lanús,21,"$604,85 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,Alberto García,30 días,Perfiles De Acero,Camion
Lanús,36,"$762,89 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,Elena Fernández,30 días,Perfiles De Acero,Camion
Lanús,3,"$513,02 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,José Sola,30 días,Perfiles De Acero,Camion
Lanús,17,"$22.748,12 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,Juan Andrés,30 días,Perfiles De Acero,Camion
Lanús,17,"$24.773,77 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,María Ángeles Alves,30 días,Perfiles De Acero,Camion
Lanús,3,"$154,45 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,María Carmen Serrano,30 días,Perfiles De Acero,Camion
Lanús,20,"$4.603,56 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,María Isabel Heredia,30 días,Perfiles De Acero,Camion
Lanús,25,"$29.702,46 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,Marta Amigo,30 días,Perfiles De Acero,Camion
Lanús,1,"$750,13 ","Blanda, Stehr and Bechtelar",Provincia de Buenos Aires,Susana Escudero,30 días,Perfiles De Acero,Camion
Lanús,4,"$2.576,52 ",Emard S.A.,Provincia de Buenos Aires,Adrián Souto,30 días,Perfiles De Acero,Camion
Lanús,102,"$98.201,80 ",Emard S.A.,Provincia de Buenos Aires,Alberto García,30 días,Perfiles De Acero,Camion
Lanús,87,"$120.791,27 ",Emard S.A.,Provincia de Buenos Aires,Alejandro Del Olmo,30 días,Perfiles De Acero,Camion
Lanús,1,"$326,77 ",Emard S.A.,Provincia de Buenos Aires,Ana María Serrano,30 días,Perfiles De Acero,Camion
Lanús,61,"$45.603,71 ",Emard S.A.,Provincia de Buenos Aires,Ángeles Pérez,30 días,Perfiles De Acero,Camion
Lanús,61,"$21.536,52 ",Emard S.A.,Provincia de Buenos Aires,Antonia Lorente,30 días,Perfiles De Acero,Camion
Lanús,9,"$41.315,73 ",Emard S.A.,Provincia de Buenos Aires,Antonia Martínez,30 días,Perfiles De Acero,Camion
Lanús,81,"$81.419,82 ",Emard S.A.,Provincia de Buenos Aires,Antonio Calderón,30 días,Perfiles De Acero,Camion
Lanús,3,"$591,85 ",Emard S.A.,Provincia de Buenos Aires,Begoña García,30 días,Perfiles De Acero,Camion
Lanús,35,"$12.340,28 ",Emard S.A.,Provincia de Buenos Aires,Carmen Cortes,30 días,Perfiles De Acero,Camion
Lanús,19,"$24.768,04 ",Emard S.A.,Provincia de Buenos Aires,Carmen Diez,30 días,Perfiles De Acero,Camion
Lanús,20,"$101,47 ",Emard S.A.,Provincia de Buenos Aires,Cristina Rodríguez,30 días,Perfiles De Acero,Camion
Lanús,23,"$21.780,93 ",Emard S.A.,Provincia de Buenos Aires,Cristina Zamora,30 días,Perfiles De Acero,Camion
Lanús,19,"$119,45 ",Emard S.A.,Provincia de Buenos Aires,Daniel Pino,30 días,Perfiles De Acero,Camion
Lanús,43,"$112.945,43 ",Emard S.A.,Provincia de Buenos Aires,Elena Fernández,30 días,Perfiles De Acero,Camion
Lanús,22,"$18.601,59 ",Emard S.A.,Provincia de Buenos Aires,Francisco Miñana,30 días,Perfiles De Acero,Camion
Lanús,4,"$82,59 ",Emard S.A.,Provincia de Buenos Aires,Jaume García,30 días,Perfiles De Acero,Camion
Lanús,18,"$22.377,34 ",Emard S.A.,Provincia de Buenos Aires,Joaquín Vega,30 días,Perfiles De Acero,Camion
Lanús,4,"$561,55 ",Emard S.A.,Provincia de Buenos Aires,José Antonio López,30 días,Perfiles De Acero,Camion
Lanús,3,"$969,17 ",Emard S.A.,Provincia de Buenos Aires,José Carretero,30 días,Perfiles De Acero,Camion
Lanús,40,"$4.359,81 ",Emard S.A.,Provincia de Buenos Aires,José María Pérez,30 días,Perfiles De Acero,Camion
Lanús,21,"$416,57 ",Emard S.A.,Provincia de Buenos Aires,José Sola,30 días,Perfiles De Acero,Camion
Lanús,99,"$105.535,13 ",Emard S.A.,Provincia de Buenos Aires,Juan Andrés,30 días,Perfiles De Acero,Camion
Lanús,19,"$1.296,77 ",Emard S.A.,Provincia de Buenos Aires,Manuel Grande,30 días,Perfiles De Acero,Camion
Lanús,1,"$136,52 ",Emard S.A.,Provincia de Buenos Aires,Manuel Muñoz,30 días,Perfiles De Acero,Camion
Lanús,23,"$18.108,23 ",Emard S.A.,Provincia de Buenos Aires,María Ángeles Ruiz,30 días,Perfiles De Acero,Camion
Lanús,10,"$4.430,97 ",Emard S.A.,Provincia de Buenos Aires,María Carmen Serrano,30 días,Perfiles De Acero,Camion
Lanús,42,"$12.055,16 ",Emard S.A.,Provincia de Buenos Aires,María Cedeño,30 días,Perfiles De Acero,Camion
Lanús,108,"$82.859,72 ",Emard S.A.,Provincia de Buenos Aires,María Diego,30 días,Perfiles De Acero,Camion
Lanús,81,"$81.419,82 ",Emard S.A.,Provincia de Buenos Aires,María Dolores Sousa,30 días,Perfiles De Acero,Camion
Lanús,13,"$1.055,79 ",Emard S.A.,Provincia de Buenos Aires,María Fernández,30 días,Perfiles De Acero,Camion
Lanús,14,"$5.736,88 ",Emard S.A.,Provincia de Buenos Aires,María Isabel Heredia,30 días,Perfiles De Acero,Camion
Lanús,7,"$914,40 ",Emard S.A.,Provincia de Buenos Aires,María Jesús Peñalver,30 días,Perfiles De Acero,Camion
Lanús,50,"$13.052,63 ",Emard S.A.,Provincia de Buenos Aires,Marta López,30 días,Perfiles De Acero,Camion
Lanús,3,"$191,68 ",Emard S.A.,Provincia de Buenos Aires,Pablo López,30 días,Perfiles De Acero,Camion
Lanús,5,"$13.364,62 ",Emard S.A.,Provincia de Buenos Aires,Raquel Pueyo,30 días,Perfiles De Acero,Camion
Lanús,24,"$2.866,84 ",Emard S.A.,Provincia de Buenos Aires,Sara Pineda,30 días,Perfiles De Acero,Camion
Lanús,23,"$286,02 ",Emard S.A.,Provincia de Buenos Aires,Sergio Jiménez,30 días,Perfiles De Acero,Camion
Lanús,9,"$343,87 ",Emard S.A.,Provincia de Buenos Aires,Susana Escudero,30 días,Perfiles De Acero,Camion
Lanús,17,"$19.449,89 ",Emard S.A.,Provincia de Buenos Aires,Teresa Martínez,30 días,Perfiles De Acero,Camion
Lanús,17,"$574,84 ",Harber SRL,Provincia de Buenos Aires,Ana Aguilera,30 días,Perfiles De Acero,Camion
Lanús,3,"$142,88 ",Harber SRL,Provincia de Buenos Aires,Ana María Delgado,30 días,Perfiles De Acero,Camion
Lanús,55,"$3.381,25 ",Harber SRL,Provincia de Buenos Aires,Antonia Lorente,30 días,Perfiles De Acero,Camion
Lanús,3,"$322,14 ",Harber SRL,Provincia de Buenos Aires,Antonio Calderón,30 días,Perfiles De Acero,Camion
Lanús,3,"$858,76 ",Harber SRL,Provincia de Buenos Aires,Begoña García,30 días,Perfiles De Acero,Camion
Lanús,47,"$3.469,29 ",Harber SRL,Provincia de Buenos Aires,Carlos Arenas,30 días,Perfiles De Acero,Camion
Lanús,6,"$714,57 ",Harber SRL,Provincia de Buenos Aires,Carmen Cortes,30 días,Perfiles De Acero,Camion
Lanús,28,"$94.316,64 ",Harber SRL,Provincia de Buenos Aires,Carmen Diez,30 días,Perfiles De Acero,Camion
Lanús,9,"$3.340,53 ",Harber SRL,Provincia de Buenos Aires,Carmen Sánchez,30 días,Perfiles De Acero,Camion
Lanús,21,"$117,86 ",Harber SRL,Provincia de Buenos Aires,Cristina Rodríguez,30 días,Perfiles De Acero,Camion
Lanús,30,"$1.479,04 ",Harber SRL,Provincia de Buenos Aires,Cristina Zamora,30 días,Perfiles De Acero,Camion
Lanús,24,"$37.725,72 ",Harber SRL,Provincia de Buenos Aires,Elena Fernández,30 días,Perfiles De Acero,Camion
Lanús,2,"$917,01 ",Harber SRL,Provincia de Buenos Aires,Francisco Miñana,30 días,Perfiles De Acero,Camion
Lanús,22,"$2.152,65 ",Harber SRL,Provincia de Buenos Aires,Jaume García,30 días,Perfiles De Acero,Camion
Lanús,23,"$1.142,65 ",Harber SRL,Provincia de Buenos Aires,Joaquín Vega,30 días,Perfiles De Acero,Camion
Lanús,3,"$757,83 ",Harber SRL,Provincia de Buenos Aires,José Antonio López,30 días,Perfiles De Acero,Camion
Lanús,20,"$1.921,79 ",Harber SRL,Provincia de Buenos Aires,José Carretero,30 días,Perfiles De Acero,Camion
Lanús,18,"$93,68 ",Harber SRL,Provincia de Buenos Aires,José María Pérez,30 días,Perfiles De Acero,Camion
Lanús,33,"$1.349,16 ",Harber SRL,Provincia de Buenos Aires,José Salcedo,30 días,Perfiles De Acero,Camion
Lanús,6,"$794,97 ",Harber SRL,Provincia de Buenos Aires,José Sola,30 días,Perfiles De Acero,Camion
Lanús,18,"$715,16 ",Harber SRL,Provincia de Buenos Aires,Manuel Grande,30 días,Perfiles De Acero,Camion
Lanús,12,"$134,81 ",Harber SRL,Provincia de Buenos Aires,Manuel Muñoz,30 días,Perfiles De Acero,Camion
Lanús,19,"$26.459,65 ",Harber SRL,Provincia de Buenos Aires,María Ángeles Alves,30 días,Perfiles De Acero,Camion
Lanús,6,"$342,98 ",Harber SRL,Provincia de Buenos Aires,María Ángeles Martínez,30 días,Perfiles De Acero,Camion
Lanús,45,"$107.510,13 ",Harber SRL,Provincia de Buenos Aires,María Ángeles Ruiz,30 días,Perfiles De Acero,Camion
Lanús,14,"$93.404,25 ",Harber SRL,Provincia de Buenos Aires,María Carmen Serrano,30 días,Perfiles De Acero,Camion
Lanús,54,"$100.219,88 ",Harber SRL,Provincia de Buenos Aires,María Cedeño,30 días,Perfiles De Acero,Camion
Lanús,8,"$715,25 ",Harber SRL,Provincia de Buenos Aires,María Diego,30 días,Perfiles De Acero,Camion
Lanús,17,"$95.062,19 ",Harber SRL,Provincia de Buenos Aires,María Dolores Sousa,30 días,Perfiles De Acero,Camion
Lanús,3,"$24.141,85 ",Harber SRL,Provincia de Buenos Aires,María Fernández,30 días,Perfiles De Acero,Camion
Lanús,3,"$100,72 ",Harber SRL,Provincia de Buenos Aires,María Isabel Heredia,30 días,Perfiles De Acero,Camion
Lanús,14,"$908,77 ",Harber SRL,Provincia de Buenos Aires,María Isabel León,30 días,Perfiles De Acero,Camion
Lanús,16,"$2.519,26 ",Harber SRL,Provincia de Buenos Aires,María Jesús Peñalver,30 días,Perfiles De Acero,Camion
Lanús,14,"$93.404,25 ",Harber SRL,Provincia de Buenos Aires,Marta Amigo,30 días,Perfiles De Acero,Camion
Lanús,3,"$548,46 ",Harber SRL,Provincia de Buenos Aires,Marta López,30 días,Perfiles De Acero,Camion
Lanús,15,"$1.079,41 ",Harber SRL,Provincia de Buenos Aires,Pablo López,30 días,Perfiles De Acero,Camion
Lanús,10,"$431,48 ",Harber SRL,Provincia de Buenos Aires,Raquel Pueyo,30 días,Perfiles De Acero,Camion
Lanús,15,"$964,91 ",Harber SRL,Provincia de Buenos Aires,Susana Escudero,30 días,Perfiles De Acero,Camion
Lanús,3,"$641,94 ",Simones e Hijos,Provincia de Buenos Aires,Alejandro Del Olmo,60 días,Perfiles De Acero,Camion
Lanús,3,"$16.283,45 ",Simones e Hijos,Provincia de Buenos Aires,Carmen Sánchez,60 días,Perfiles De Acero,Camion
Lanús,3,"$21.290,36 ",Simones e Hijos,Provincia de Buenos Aires,María Pilar Pérez,60 días,Perfiles De Acero,Camion
Lanús,3,"$87,10 ",Ledner SRL,Provincia de Buenos Aires,Adrián Souto,30 días,Perfiles De Acero,Camion
Lanús,3,"$110,32 ",Ledner SRL,Provincia de Buenos Aires,Alejandro Del Olmo,30 días,Perfiles De Acero,Camion
Lanús,3,"$149,78 ",Ledner SRL,Provincia de Buenos Aires,Ana María Serrano,30 días,Perfiles De Acero,Camion
Lanús,3,"$450,50 ",Ledner SRL,Provincia de Buenos Aires,Ángeles Pérez,30 días,Perfiles De Acero,Camion
Lanús,21,"$1.270,97 ",Ledner SRL,Provincia de Buenos Aires,Antonia Lorente,30 días,Perfiles De Acero,Camion
Lanús,29,"$1.579,36 ",Ledner SRL,Provincia de Buenos Aires,Antonia Martínez,30 días,Perfiles De Acero,Camion
Lanús,95,"$12.577,75 ",Ledner SRL,Provincia de Buenos Aires,Begoña García,30 días,Perfiles De Acero,Camion
Lanús,95,"$12.577,75 ",Ledner SRL,Provincia de Buenos Aires,Carlos Arenas,30 días,Perfiles De Acero,Camion
Lanús,3,"$4.381,94 ",Ledner SRL,Provincia de Buenos Aires,Carmen Cortes,30 días,Perfiles De Acero,Camion
Lanús,23,"$2.537,75 ",Ledner SRL,Provincia de Buenos Aires,Carmen Sánchez,30 días,Perfiles De Acero,Camion
Lanús,6,"$124,90 ",Ledner SRL,Provincia de Buenos Aires,Cristina Rodríguez,30 días,Perfiles De Acero,Camion
Lanús,19,"$540,33 ",Ledner SRL,Provincia de Buenos Aires,Cristina Zamora,30 días,Perfiles De Acero,Camion
Lanús,8,"$303,90 ",Ledner SRL,Provincia de Buenos Aires,Daniel Pino,30 días,Perfiles De Acero,Camion
Lanús,98,"$12.889,43 ",Ledner SRL,Provincia de Buenos Aires,Elena Fernández,30 días,Perfiles De Acero,Camion
Lanús,144,"$14.657,58 ",Ledner SRL,Provincia de Buenos Aires,Jaume García,30 días,Perfiles De Acero,Camion
Lanús,24,"$5.222,39 ",Ledner SRL,Provincia de Buenos Aires,José Antonio López,30 días,Perfiles De Acero,Camion
Lanús,31,"$383,08 ",Ledner SRL,Provincia de Buenos Aires,José Carretero,30 días,Perfiles De Acero,Camion
Lanús,8,"$651,31 ",Ledner SRL,Provincia de Buenos Aires,José Sola,30 días,Perfiles De Acero,Camion
Lanús,3,"$4.036,49 ",Ledner SRL,Provincia de Buenos Aires,Juan Andrés,30 días,Perfiles De Acero,Camion
Lanús,3,"$127,63 ",Ledner SRL,Provincia de Buenos Aires,Manuel Grande,30 días,Perfiles De Acero,Camion
Lanús,8,$4.382 ,Ledner SRL,Provincia de Buenos Aires,Manuel Muñoz,30 días,Perfiles De Acero,Camion
Lanús,9,"$11.679,71 ",Ledner SRL,Provincia de Buenos Aires,María Ángeles Alves,30 días,Perfiles De Acero,Camion
Lanús,1,"$789,97 ",Ledner SRL,Provincia de Buenos Aires,María Ángeles Martínez,30 días,Perfiles De Acero,Camion
